zip,lat,long
11563,40.6571,-73.6741
17111,40.2721,-76.8017
22405,38.3365,-77.4366
38930,33.5159,-90.1726
71105,32.4589,-93.7143
30536,34.655,-84.3554
78757,30.3437,-97.7316
91602,34.151,-118.3663
60610,41.9033,-87.6336
55330,45.3136,-93.5814
76710,31.535,-97.1899
80525,40.5384,-105.0547
21234,39.3876,-76.5418
23831,37.3429,-77.4156
54403,44.9529,-89.5318
50701,42.4778,-92.3661
11415,40.7069,-73.8297
33411,26.6644,-80.1741
77037,29.8892,-95.3935
76028,32.5316,-97.309
98034,47.7188,-122.1966
11377,40.745,-73.9069
93701,36.7487,-119.7867
78418,27.6349,-97.3103
65807,37.1668,-93.3085
78154,29.579,-98.2778
83202,42.9357,-112.4679
71635,33.156,-91.9975
98012,47.8401,-122.1972
80234,39.9108,-105.0109
68164,41.2955,-96.1008
99114,48.578,-117.8645
32809,28.4637,-81.3948
73080,35.0103,-97.4255
85020,33.5623,-112.0559
13502,43.1067,-75.2314
22580,38.0847,-77.4399
55447,45.0033,-93.4875
14850,42.4406,-76.4966
58201,47.901,-97.0446
24014,37.2327,-79.9463
08002,39.9308,-75.0175
98606,45.7304,-122.4843
48473,42.9468,-83.817
22192,38.676,-77.3163
32807,28.5515,-81.3051
28786,35.5018,-82.9913
34788,28.8887,-81.7827
90301,33.955,-118.3556
98362,48.1065,-123.4384
55124,44.7497,-93.2029
80634,40.4109,-104.7541
17225,39.7818,-77.747
97030,45.5154,-122.4203
74464,35.9094,-94.9787
30122,33.7655,-84.6469
43015,40.2932,-83.0723
99218,47.7556,-117.4146
35055,34.1761,-86.8298
45232,39.1859,-84.5141
33610,27.9951,-82.4046
84123,40.6596,-111.9193
54555,45.6975,-90.4041
27517,35.9182,-79.0035
17801,40.8551,-76.7776
20110,38.7492,-77.4878
46614,41.6255,-86.2433
78201,29.4711,-98.5356
13440,43.2193,-75.4498
84501,39.602,-110.8081
02339,42.1214,-70.857
45246,39.2839,-84.4744
07065,40.6087,-74.2819
30144,34.0287,-84.6047
48603,43.4631,-84.0297
85705,32.2691,-110.9845
91942,32.7835,-117.0189
95407,38.4089,-122.7339
68066,41.2117,-96.6219
31602,30.8931,-83.3278
18519,41.4092,-75.6649
78410,27.8458,-97.596
75209,32.8456,-96.826
90807,33.8315,-118.1811
11772,40.7609,-72.9871
80246,39.7086,-104.9312
20852,39.0496,-77.1204
34233,27.2866,-82.477
68333,40.6193,-96.9567
75110,32.0868,-96.4762
61554,40.5674,-89.6243
20175,39.042,-77.6054
32759,28.87,-80.8551
24901,37.8083,-80.4407
06405,41.28,-72.8106
63385,38.802,-90.8534
21093,39.4332,-76.6546
15143,40.557,-80.1578
59523,48.5799,-109.2225
75803,31.7571,-95.6545
63376,38.7802,-90.6228
12887,43.5531,-73.3864
18902,40.3477,-75.0968
60169,42.0493,-88.1065
16933,41.8123,-77.0716
21502,39.5992,-78.8444
02886,41.7026,-71.4476
41042,38.9941,-84.642
60555,41.828,-88.1921
80538,40.4262,-105.09
01581,42.2679,-71.6176
84604,40.2607,-111.6549
27520,35.6348,-78.451
23005,37.7395,-77.4784
60469,41.6277,-87.6872
03103,42.9656,-71.4493
85009,33.4564,-112.1284
61231,41.2008,-90.7416
60418,41.6446,-87.7415
01801,42.4829,-71.1574
77469,29.5511,-95.7329
30601,33.9761,-83.3632
02359,42.0621,-70.8044
46350,41.5994,-86.7077
38128,35.2213,-89.9413
07461,41.2292,-74.5992
33034,25.2846,-80.6246
43125,39.8581,-82.8872
40207,38.2628,-85.6663
94901,37.9691,-122.5105
12901,44.6927,-73.466
08876,40.588,-74.6874
75090,33.6435,-96.6075
68769,42.3467,-97.7786
28115,35.5774,-80.8226
38401,35.6156,-87.038
05403,44.4513,-73.1796
68111,41.2962,-95.965
62263,38.3352,-89.3841
37421,35.025,-85.1459
40601,38.2281,-84.8697
55416,44.9497,-93.3373
89110,36.173,-115.0669
55303,45.2825,-93.4186
31513,31.7837,-82.3486
43701,39.9274,-82.0041
52501,41.0309,-92.4098
80134,39.4895,-104.8447
08360,39.4818,-75.0091
30305,33.832,-84.3851
27409,36.0777,-79.9086
80227,39.6667,-105.0854
47280,39.2953,-85.9498
21643,38.6438,-75.863
76712,31.5051,-97.2311
34711,28.5525,-81.7574
20879,39.173,-77.1855
75050,32.7649,-97.0112
63020,38.1204,-90.5546
85032,33.6238,-112.0044
76051,32.9328,-97.0808
92120,32.7958,-117.0707
95695,38.6816,-121.8052
46514,41.7101,-85.9729
34952,27.2889,-80.298
68601,41.4297,-97.3684
66425,39.8445,-95.711
63801,36.8911,-89.582
61354,41.333,-89.1265
77450,29.745,-95.7326
38663,34.7509,-88.924
57601,45.5407,-100.4315
06019,41.8384,-72.8987
79907,31.7089,-106.3293
95677,38.7877,-121.2366
32536,30.7644,-86.5917
40422,37.6465,-84.7747
79424,33.5159,-101.9344
32771,28.8013,-81.285
62702,39.8317,-89.6465
48911,42.6797,-84.5772
08232,39.3876,-74.5149
44035,41.3724,-82.1051
30068,33.9679,-84.4385
98032,47.3776,-122.2854
93003,34.2846,-119.2222
30033,33.8123,-84.2819
60193,42.0144,-88.0935
73131,35.5797,-97.4691
78238,29.451,-98.6169
94103,37.7725,-122.4147
30458,32.4408,-81.774
03053,42.8656,-71.3772
17520,40.1008,-76.3512
13601,43.9743,-75.9122
88061,32.79,-108.2749
51501,41.2324,-95.8751
07801,40.9176,-74.5467
28560,35.1204,-76.9842
37701,35.7852,-83.9809
54501,45.7045,-89.3866
19057,40.1434,-74.8614
83837,47.5431,-116.1253
22406,38.3796,-77.5349
32806,28.514,-81.357
06042,41.7966,-72.5292
37402,35.0463,-85.3161
30013,33.6436,-83.9684
60016,42.0467,-87.8859
90010,34.0606,-118.3027
16866,40.8863,-78.219
23435,36.8544,-76.4664
78703,30.2907,-97.7648
87401,36.7412,-108.1797
33441,26.3096,-80.0992
30519,34.0797,-83.9308
63143,38.6111,-90.3225
39232,32.3299,-90.0915
75063,32.9247,-96.9598
33873,27.5517,-81.8074
73162,35.5806,-97.6419
21601,38.7768,-76.0758
54401,44.9654,-89.7066
85013,33.5085,-112.0827
20171,38.9252,-77.3928
75236,32.69,-96.9177
33135,25.7664,-80.2317
85054,33.6731,-111.9461
92627,33.6483,-117.9155
15236,40.3351,-79.9832
93221,36.3041,-119.1293
33931,26.4527,-81.9501
14519,43.2291,-77.3088
18848,41.7638,-76.4645
72801,35.2842,-93.1315
59301,46.4075,-105.8332
77375,30.0739,-95.6201
38017,35.0551,-89.6767
92614,33.6829,-117.8298
22712,38.5453,-77.7561
39817,30.9381,-84.5934
06120,41.786,-72.6758
01960,42.5326,-70.9612
98072,47.7684,-122.1271
07060,40.6152,-74.415
36117,32.3736,-86.1833
29927,32.2635,-81.0669
33130,25.7672,-80.2059
32953,28.3888,-80.7301
75061,32.8267,-96.9633
81101,37.4703,-105.8786
46205,39.8268,-86.1386
44413,40.8406,-80.5465
87113,35.1759,-106.6015
45249,39.2692,-84.3307
48228,42.3547,-83.2168
02919,41.8274,-71.52
56320,45.45,-94.4378
49444,43.1791,-86.1989
83467,45.1571,-113.8784
66762,37.3951,-94.7105
60053,42.0431,-87.7899
76106,32.7968,-97.356
85284,33.3363,-111.9197
50325,41.6067,-93.7457
25801,37.7932,-81.2061
17050,40.2122,-77.0265
44142,41.3979,-81.8118
45014,39.3266,-84.5479
32839,28.4871,-81.4082
27604,35.8334,-78.5799
30052,33.8769,-83.8968
75604,32.5251,-94.799
97754,44.3045,-120.8336
75043,32.8565,-96.5999
92782,33.7346,-117.7869
70815,30.4558,-91.0596
90505,33.8106,-118.3507
19525,40.3059,-75.5953
20878,39.1125,-77.2515
30253,33.451,-84.1544
60185,41.8886,-88.2022
27330,35.4698,-79.1717
59101,45.7745,-108.5005
48015,42.4788,-83.0248
32780,28.5697,-80.8191
52001,42.515,-90.6819
33404,26.7832,-80.0638
90404,34.0268,-118.4733
73075,34.7385,-97.2195
02780,41.905,-71.1026
92225,33.6103,-114.5963
97266,45.4762,-122.5596
97008,45.456,-122.7996
90621,33.8772,-117.9893
19040,40.1785,-75.1072
30566,34.2372,-83.894
62557,39.3971,-89.1048
32751,28.6255,-81.3646
76310,33.8581,-98.5755
06355,41.3616,-71.9774
22302,38.8276,-77.0896
21740,39.632,-77.7372
12545,41.7803,-73.6885
52246,41.6438,-91.5669
22182,38.928,-77.2649
94611,37.8471,-122.2223
66701,37.8216,-94.7148
30341,33.8879,-84.2905
92231,32.6832,-115.5028
60445,41.635,-87.7362
19335,40.0161,-75.7183
95351,37.6236,-120.9966
13815,42.5414,-75.5274
75080,32.966,-96.7452
56401,46.3502,-94.1
60135,42.0981,-88.6908
28164,35.3516,-81.0959
37129,35.871,-86.4181
77539,29.4585,-95.0345
14120,43.0498,-78.851
95032,37.2417,-121.9554
39759,33.4505,-88.8196
07013,40.8693,-74.1711
77060,29.9335,-95.3981
66047,38.9407,-95.2779
75074,33.0277,-96.6777
12206,42.6683,-73.7744
85040,33.4061,-112.0265
31901,32.473,-84.9795
60426,41.6103,-87.6534
07054,40.8621,-74.4117
20743,38.8897,-76.8925
29566,33.8768,-78.6508
19533,40.4152,-75.9944
03462,42.912,-72.4103
32609,29.7005,-82.308
22031,38.8604,-77.2649
91103,34.1669,-118.1551
33713,27.789,-82.6779
60559,41.7728,-87.9757
17011,40.2352,-76.9291
80231,39.6793,-104.8843
54456,44.5494,-90.6112
72601,36.2417,-93.1062
38024,36.0444,-89.3836
78249,29.5612,-98.6117
15904,40.285,-78.8654
68801,40.9219,-98.3411
85258,33.5647,-111.8931
93230,36.3314,-119.6491
73122,35.5184,-97.6167
15601,40.3074,-79.5424
12449,41.9918,-73.9924
46222,39.789,-86.2136
65714,37.0512,-93.2972
30043,34.0031,-84.0126
16323,41.4048,-79.8309
20707,39.1077,-76.872
10940,41.4512,-74.4701
95838,38.6406,-121.444
89014,36.0564,-115.078
06811,41.424,-73.4716
53533,42.9698,-90.1404
77027,29.7396,-95.446
63119,38.5893,-90.3481
83642,43.615,-116.3975
27278,36.0756,-79.0914
44057,41.8054,-81.0588
28806,35.5808,-82.6078
37830,36.0159,-84.2623
24153,37.2853,-80.0692
01501,42.2055,-71.8391
07643,40.8493,-74.0405
76033,32.3509,-97.4103
56301,45.541,-94.1819
03581,44.4048,-71.1548
75455,33.1733,-94.9695
50595,42.4657,-93.8262
25276,38.7897,-81.3303
18854,41.7826,-76.3834
11003,40.6976,-73.7049
18360,40.9877,-75.2485
74868,35.2521,-96.6683
28504,35.206,-77.6576
16316,41.6189,-80.3086
32720,29.0266,-81.3349
65101,38.5462,-92.1525
81082,37.2691,-104.5038
07046,40.8904,-74.4415
52040,42.4833,-91.1183
07424,40.8835,-74.2144
11570,40.6637,-73.638
29625,34.5271,-82.7087
75007,33.0033,-96.882
40475,37.7546,-84.2955
92410,34.1069,-117.2975
48161,41.908,-83.4719
40701,36.9344,-84.1021
30039,33.8178,-84.0229
96740,19.6531,-155.9798
33403,26.8035,-80.0756
60564,41.704,-88.1952
60025,42.0758,-87.8223
17527,40.002,-75.9978
60165,41.903,-87.8811
41501,37.5161,-82.5173
66067,38.6142,-95.2745
46360,41.698,-86.8699
64850,36.8706,-94.3862
08540,40.3666,-74.6408
47172,38.4046,-85.788
92270,33.7643,-116.4225
79925,31.7814,-106.3613
78363,27.4229,-97.8407
61455,40.4617,-90.6787
33314,26.0697,-80.2246
10310,40.6324,-74.1171
38801,34.2538,-88.7209
19428,40.0825,-75.3044
80909,38.852,-104.7735
20902,39.04,-77.0444
99350,46.2232,-119.771
44094,41.6302,-81.4076
76009,32.4395,-97.213
98007,47.6174,-122.1426
60914,41.1661,-87.879
53586,42.5786,-90.2266
63031,38.8069,-90.3401
81505,39.1071,-108.5968
46241,39.7096,-86.2614
21771,39.3881,-77.1723
44118,41.5008,-81.5516
77002,29.7594,-95.3594
53221,42.9549,-87.9447
30084,33.857,-84.216
76108,32.7822,-97.4969
17701,41.2412,-77.0011
23235,37.5133,-77.5646
17013,40.2417,-77.1983
73069,35.2204,-97.4577
93307,35.3275,-118.9839
97403,44.0385,-123.0614
48026,42.5423,-82.947
98233,48.4786,-122.3345
68701,42.0329,-97.4229
07069,40.6378,-74.4514
44067,41.3208,-81.5429
95051,37.3483,-121.9844
60611,41.8971,-87.6223
17403,39.9494,-76.713
40299,38.1768,-85.5218
07606,40.8634,-74.0456
30415,32.294,-81.628
33330,26.0663,-80.3339
20706,38.9675,-76.8551
27292,35.8231,-80.262
27215,36.0318,-79.4889
45251,39.2672,-84.5993
47240,39.2998,-85.4918
22201,38.8871,-77.0932
55811,46.8147,-92.1998
54601,43.7989,-91.2175
53226,43.0493,-88.0414
21655,38.7465,-75.9163
95821,38.6239,-121.3837
20659,38.4293,-76.7254
06106,41.7498,-72.6947
25177,38.3774,-81.8305
53228,42.9676,-88.0434
27105,36.144,-80.2376
25704,38.3849,-82.5036
70062,29.9912,-90.2479
32304,30.4478,-84.3211
61761,40.5124,-88.9883
07072,40.8403,-74.0925
17901,40.684,-76.2123
49201,42.2545,-84.3875
53227,42.9949,-88.0364
57580,43.3318,-99.8033
51250,43.0814,-96.18
78212,29.4388,-98.4935
43615,41.6492,-83.6706
23860,37.2876,-77.295
92701,33.7523,-117.8541
63042,38.7809,-90.3669
78572,26.2159,-98.3253
70538,29.7857,-91.5026
24112,36.6871,-79.8691
73072,35.199,-97.4841
28314,35.0583,-79.008
42240,36.8621,-87.4851
07604,40.8623,-74.0756
20678,38.5336,-76.5955
91204,34.1379,-118.2599
21224,39.2876,-76.5568
76234,33.2351,-97.574
90277,33.8307,-118.3832
56232,44.9327,-96.0545
54729,44.9369,-91.3929
62220,38.5127,-89.9847
57069,42.7951,-96.9258
03301,43.2185,-71.5277
82941,42.8543,-109.8561
23237,37.4011,-77.4615
25703,38.4211,-82.4227
95928,39.7224,-121.8113
08691,40.2197,-74.5939
49546,42.928,-85.5483
02917,41.8964,-71.5207
52060,42.0778,-90.6771
44320,41.0835,-81.5674
32935,28.1384,-80.6524
92663,33.621,-117.9321
53566,42.5991,-89.6403
97220,45.5411,-122.5566
07701,40.3584,-74.0681
91401,34.1802,-118.4324
69361,41.872,-103.6619
12118,42.9168,-73.7214
90019,34.0482,-118.3343
24151,36.9891,-79.884
83651,43.5834,-116.5848
10952,41.1163,-74.0736
77384,30.2257,-95.4924
63379,39.0012,-90.9624
48118,42.3207,-84.0334
24016,37.2704,-79.9535
95630,38.6709,-121.1529
73018,35.0268,-97.9518
22911,38.0995,-78.4085
46219,39.7821,-86.0495
13820,42.4625,-75.0491
30012,33.7192,-84.0021
48084,42.5627,-83.1799
48912,42.7371,-84.5244
30513,34.8555,-84.3281
48759,43.7289,-83.4366
29802,33.5604,-81.7196
28206,35.2522,-80.8265
62881,38.6264,-88.9481
27253,36.031,-79.3814
62864,38.317,-88.9105
46323,41.5878,-87.4532
73101,35.4916,-97.5628
48634,43.7714,-84.0513
80751,40.6306,-103.2212
33810,28.1479,-82.0372
76180,32.84,-97.225
03106,43.0617,-71.4444
92675,33.5085,-117.6565
33809,28.1762,-81.9591
01757,42.1511,-71.5274
48170,42.3688,-83.4799
45255,39.0584,-84.3396
91306,34.2092,-118.5749
98168,47.4889,-122.3012
98801,47.4253,-120.3273
77477,29.6228,-95.5678
92324,34.0315,-117.2874
28360,34.6697,-79.1084
03840,43.0353,-70.8475
76543,31.1172,-97.6651
75703,32.2768,-95.3031
44212,41.2471,-81.828
29072,33.9724,-81.2359
31406,31.989,-81.0979
32960,27.633,-80.4031
80123,39.6206,-105.0901
68512,40.7565,-96.6946
80222,39.671,-104.9279
45342,39.6321,-84.2675
98502,47.1043,-123.0552
38119,35.0821,-89.8501
29607,34.8285,-82.3516
76107,32.7392,-97.3852
79423,33.5146,-101.8795
85225,33.3105,-111.8239
75034,33.1499,-96.8241
34601,28.5658,-82.3737
34205,27.4841,-82.5834
92587,33.707,-117.245
01719,42.4884,-71.5178
37620,36.5686,-82.1819
64138,38.9528,-94.4705
71913,34.5317,-93.0638
34787,28.5423,-81.5911
97086,45.4446,-122.5372
34474,29.1565,-82.2095
80033,39.774,-105.0962
97401,44.0682,-123.0819
60641,41.9453,-87.7474
80550,40.4837,-104.8994
67502,38.1156,-97.8937
28214,35.2731,-80.9571
83263,42.1109,-111.8565
79103,35.1751,-101.7976
48160,42.0914,-83.6776
80920,38.9497,-104.767
29577,33.6994,-78.9137
53132,42.9017,-88.0086
98229,48.6952,-122.4124
46077,39.9561,-86.2767
22204,38.859,-77.0997
06479,41.5797,-72.899
76140,32.6192,-97.2735
29526,33.8731,-79.0557
34236,27.3269,-82.5433
33312,26.0968,-80.181
95819,38.5683,-121.4366
11706,40.7051,-73.243
75220,32.8681,-96.8622
55374,45.1715,-93.5814
78750,30.4224,-97.7967
03045,43.0201,-71.5697
34997,27.1398,-80.2129
51247,43.2014,-96.3103
53713,43.0372,-89.3971
06492,41.46,-72.8222
55423,44.8756,-93.2553
16602,40.5052,-78.3905
29715,35.0108,-80.9266
78539,26.2792,-98.1832
46410,41.4957,-87.3509
04210,44.0948,-70.239
80109,39.3643,-104.9014
24019,37.3515,-79.9052
89117,36.1302,-115.2755
72209,34.6725,-92.3529
11354,40.7667,-73.8241
48390,42.5582,-83.4773
50126,42.5138,-93.2709
35501,33.8312,-87.2775
50317,41.6122,-93.5296
68134,41.2949,-96.0546
30094,33.6111,-84.0683
10314,40.6039,-74.1472
50323,41.6294,-93.7717
13850,42.0771,-76.0118
33764,27.916,-82.7343
34471,29.1605,-82.1288
43062,40.0009,-82.6687
39648,31.1769,-90.4016
13605,43.8062,-76.049
84101,40.7559,-111.8967
46052,40.0449,-86.4641
42728,37.1161,-85.2656
91107,34.151,-118.0889
74112,36.147,-95.907
75023,33.055,-96.7365
19512,40.3339,-75.6604
75217,32.7244,-96.6755
76210,33.1428,-97.0727
61053,42.1053,-89.9845
23061,37.4126,-76.5464
10576,41.2042,-73.5732
55304,45.2377,-93.2724
46123,39.7629,-86.3996
37217,36.1052,-86.6591
32810,28.6214,-81.4294
17019,40.0964,-77.0339
33417,26.7197,-80.1248
75001,32.96,-96.8385
55043,44.9394,-92.7716
91335,34.2007,-118.5391
32812,28.4998,-81.3288
66538,39.8473,-96.0316
29501,34.1838,-79.7728
02351,42.1167,-70.9543
60521,41.8001,-87.9287
93308,35.4244,-119.0433
35045,32.8355,-86.6425
75633,32.1544,-94.3527
08050,39.705,-74.2604
30014,33.5293,-83.8496
48423,43.0348,-83.5268
78006,29.8931,-98.6857
85203,33.437,-111.8057
91436,34.151,-118.4882
22407,38.2688,-77.5476
02816,41.6914,-71.5768
98125,47.717,-122.3015
43081,40.1146,-82.9105
60154,41.8524,-87.8845
77479,29.5785,-95.6066
90706,33.8867,-118.1265
05401,44.484,-73.2199
34669,28.3506,-82.6288
92392,34.4802,-117.4082
08812,40.5897,-74.4639
90025,34.0447,-118.4487
35630,34.8305,-87.656
90001,33.9731,-118.2479
03076,42.7288,-71.3046
33709,27.8201,-82.7308
82609,42.8406,-106.2806
37660,36.5484,-82.5618
57325,43.7953,-99.3118
78064,28.9924,-98.4831
30241,33.0249,-84.9577
63703,37.3059,-89.5181
08807,40.5904,-74.6267
15317,40.2706,-80.1668
20191,38.9318,-77.3527
65584,37.8283,-92.131
99336,46.2109,-119.168
31601,30.7539,-83.3321
42141,36.9882,-85.9221
07410,40.9343,-74.1166
45750,39.4281,-81.4644
90280,33.9462,-118.2013
94559,38.2904,-122.2841
29435,32.9612,-80.4794
06418,41.3229,-73.08
10512,41.4432,-73.6815
17009,40.6361,-77.5625
44691,40.8094,-81.9483
21704,39.3455,-77.3832
46805,41.0977,-85.1189
06704,41.5754,-73.0318
23114,37.4815,-77.6419
58072,46.9268,-98.0033
18049,40.5293,-75.501
58701,48.2291,-101.2985
75244,32.9322,-96.8353
87110,35.1104,-106.5781
34207,27.4394,-82.5778
39466,30.5418,-89.691
21811,38.3475,-75.1866
33144,25.7626,-80.3096
45226,39.1174,-84.4312
49858,45.1343,-87.6215
77553,29.3322,-94.8002
08534,40.3339,-74.7944
44137,41.4105,-81.5603
68025,41.4416,-96.4945
27822,35.811,-77.856
52358,41.6726,-91.3141
88001,32.2901,-106.7539
07644,40.8764,-74.0838
14226,42.9744,-78.7949
70791,30.6561,-91.1358
13057,43.0734,-76.0558
98662,45.6914,-122.5805
84087,40.8874,-111.9027
68005,41.1497,-95.9099
95338,37.4931,-119.9219
95350,37.6746,-121.0113
19520,40.1568,-75.7866
07728,40.2458,-74.2768
63139,38.6108,-90.292
42701,37.6848,-85.8784
30087,33.8082,-84.1702
27284,36.1165,-80.0831
30213,33.5648,-84.5809
90063,34.0451,-118.1859
77040,29.8744,-95.5278
41075,39.0786,-84.4523
60501,41.7801,-87.824
37876,35.866,-83.4793
08310,39.537,-74.8895
84790,37.0831,-113.5581
46074,40.0489,-86.1499
56001,44.1538,-93.996
95742,38.5981,-121.2153
38654,34.9441,-89.8544
11753,40.7881,-73.5331
07712,40.2507,-74.0486
94590,38.1053,-122.2474
27909,36.2951,-76.2445
43725,40.027,-81.582
58053,46.0641,-97.1799
65616,36.669,-93.2481
65721,37.0169,-93.2022
43617,41.6668,-83.717
55077,44.8283,-93.094
77086,29.9227,-95.4939
24073,37.1353,-80.4188
86301,34.5917,-112.4265
01545,42.2848,-71.7205
74801,35.2958,-96.9601
11735,40.7315,-73.4327
78336,27.9095,-97.1591
19317,39.8648,-75.5885
23113,37.5109,-77.6429
60467,41.6018,-87.8899
62401,39.1217,-88.5611
29824,33.8056,-81.966
29568,33.9064,-78.7934
60068,42.0122,-87.8417
70517,30.2948,-91.8296
60106,41.9501,-87.945
98841,48.4143,-119.5272
45405,39.7899,-84.2135
40222,38.2674,-85.6237
14843,42.3274,-77.6569
94544,37.6374,-122.067
14414,42.903,-77.7274
43055,40.0724,-82.4046
78722,30.2893,-97.715
83318,42.5244,-113.7931
27537,36.36,-78.3906
78664,30.5145,-97.668
46550,41.4493,-85.9945
57042,44.0054,-97.1149
47274,38.9571,-85.8825
50313,41.6381,-93.6203
60632,41.8093,-87.7052
80603,39.9515,-104.7746
08638,40.251,-74.7627
18017,40.6622,-75.3903
27702,36.0512,-78.8577
32233,30.3483,-81.4159
45036,39.4293,-84.1735
80117,39.324,-104.4523
33177,25.5968,-80.4046
33613,28.0772,-82.4455
90022,34.0245,-118.1561
64012,38.8161,-94.5328
01864,42.5819,-71.0947
38133,35.2054,-89.8036
84074,40.5454,-112.3002
73160,35.334,-97.4768
79407,33.5684,-101.9423
92395,34.5016,-117.2944
91607,34.1672,-118.3989
31313,31.8513,-81.6072
89102,36.1433,-115.2004
89118,36.0811,-115.2169
80104,39.3722,-104.8561
07044,40.8319,-74.2428
33483,26.4546,-80.0656
97070,45.2986,-122.7699
36502,31.0572,-87.4873
68850,40.785,-99.7515
34744,28.3078,-81.3681
17603,40.0091,-76.3671
10460,40.8409,-73.8794
17044,40.5994,-77.5756
43537,41.5817,-83.6628
52802,41.5164,-90.6141
95826,38.5539,-121.3693
68521,40.851,-96.711
38343,35.837,-88.9057
27603,35.7076,-78.6563
77039,29.9067,-95.3334
33756,27.947,-82.7943
46706,41.359,-85.0468
16901,41.7373,-77.308
48327,42.6438,-83.4076
07874,40.9217,-74.7004
27127,36.0425,-80.2609
45377,39.8883,-84.2023
83333,43.5239,-114.3064
25880,37.8782,-81.2058
91978,32.7329,-116.9596
37841,36.5053,-84.5293
20151,38.8867,-77.4457
48348,42.7605,-83.404
48304,42.587,-83.2359
92394,34.5563,-117.3528
39213,32.3553,-90.2171
68776,42.4656,-96.4182
95128,37.3163,-121.9356
57107,43.5566,-96.8028
78752,30.3316,-97.7004
32091,29.9583,-82.1185
80010,39.7368,-104.8646
74426,35.4358,-95.535
94541,37.674,-122.0894
15090,40.612,-80.0649
72120,34.8807,-92.2303
19053,40.1547,-74.9904
48184,42.2768,-83.3758
72112,35.5988,-91.2571
95608,38.6284,-121.3287
92316,34.0662,-117.3993
27260,35.954,-79.9884
31701,31.5678,-84.1619
46910,41.0389,-86.0395
18938,40.3556,-74.9839
52052,42.7594,-91.119
01867,42.528,-71.109
25401,39.4567,-77.9727
84119,40.6916,-112.0011
19933,38.7366,-75.6088
28079,35.0831,-80.6597
33172,25.7735,-80.3572
27030,36.5007,-80.6119
28213,35.2836,-80.7638
75067,33.0198,-96.9925
43031,40.1445,-82.6973
31788,31.0855,-83.6821
81008,38.3133,-104.6284
46582,41.2842,-85.8547
77081,29.7119,-95.4845
62249,38.7631,-89.6789
68901,40.5877,-98.3911
44883,41.1238,-83.1844
28791,35.3464,-82.525
39042,32.3038,-89.964
77521,29.7705,-94.9695
80220,39.7312,-104.9129
33884,27.981,-81.6736
07513,40.907,-74.1529
19034,40.1386,-75.2022
37207,36.2195,-86.774
10530,41.0197,-73.8074
48430,42.7851,-83.7294
57108,43.4775,-96.7041
11010,40.701,-73.6758
31206,32.7914,-83.679
93637,36.9403,-120.082
90744,33.7855,-118.2645
62821,38.0808,-88.167
30467,32.7439,-81.6287
46947,40.7604,-86.3599
06810,41.3917,-73.4532
49091,41.8089,-85.4264
07724,40.3028,-74.0698
62321,40.4129,-91.1005
72802,35.3067,-93.0712
27529,35.6813,-78.5975
97233,45.5142,-122.4985
29906,32.3823,-80.7603
19010,40.0236,-75.3295
97202,45.484,-122.6365
87102,35.0818,-106.6482
78599,26.1595,-97.9908
91362,34.1948,-118.8232
55344,44.8574,-93.4376
37311,35.1313,-84.875
61704,40.4705,-88.9433
77449,29.8323,-95.736
48622,43.8342,-84.8754
32626,29.4832,-82.8809
66061,38.8865,-94.8204
78582,26.3942,-98.8104
11101,40.7446,-73.9345
34243,27.4072,-82.5303
10523,41.0572,-73.8136
42071,36.6099,-88.3032
91105,34.1355,-118.1636
76448,32.3994,-98.8071
84042,40.3412,-111.7144
65706,37.3312,-92.925
48080,42.4706,-82.9022
35004,33.6035,-86.4668
48066,42.5034,-82.9387
94507,37.8537,-122.0229
00920,,
40342,38.0189,-84.9299
94941,37.8958,-122.5339
98903,46.5445,-120.7444
54304,44.4975,-88.0324
43130,39.7187,-82.6031
40361,38.2083,-84.245
63122,38.5781,-90.4256
05201,42.8827,-73.1923
77047,29.6254,-95.375
48114,42.57,-83.7484
75428,33.2493,-95.9097
43211,40.0118,-82.9732
78230,29.5407,-98.5521
85286,33.2711,-111.8311
18104,40.6018,-75.5225
54524,45.8143,-90.453
89115,36.2158,-115.0671
93223,36.3002,-119.2054
45318,40.1176,-84.3496
29708,35.0502,-80.9908
35957,34.1921,-86.1941
22202,38.8565,-77.0592
73112,35.5184,-97.5746
84302,41.5079,-112.0152
35652,34.8495,-87.3237
91214,34.2316,-118.2457
02322,42.1258,-71.0437
07104,40.7664,-74.1695
60004,42.112,-87.9792
35020,33.409,-86.9475
15714,40.6661,-78.792
60031,42.3669,-87.9452
46902,40.4509,-86.1352
98271,48.0966,-122.198
16501,42.126,-80.086
12804,43.329,-73.6818
92882,33.8419,-117.6043
02767,41.9324,-71.0469
24504,37.361,-79.0544
72936,35.1955,-94.253
29662,34.7807,-82.3035
47441,39.0461,-87.1723
45385,39.6842,-83.9369
77505,29.6518,-95.1464
42431,37.3256,-87.4953
62269,38.5718,-89.8957
08054,39.9478,-74.9036
92703,33.7489,-117.9072
07748,40.3944,-74.1157
92647,33.721,-118.0033
54806,46.5586,-90.7388
97201,45.5078,-122.6897
40204,38.2369,-85.7249
63052,38.4069,-90.4381
68118,41.2606,-96.1661
99001,47.6438,-117.5921
48116,42.5371,-83.7756
95380,37.4888,-120.8535
38201,36.1272,-88.5134
36201,33.6539,-85.8382
11746,40.8143,-73.3634
91767,34.0812,-117.7362
02920,41.7716,-71.4659
79605,32.432,-99.7724
