zip,lat,long
46168,39.6893,-86.3919
08723,40.0389,-74.1109
90211,34.0652,-118.383
67846,37.9769,-100.8621
47904,40.4276,-86.8735
60139,41.9205,-88.0793
40509,38.0102,-84.4274
61701,40.4783,-88.9893
46218,39.8082,-86.1014
84115,40.7145,-111.8931
67209,37.6779,-97.4235
08234,39.3741,-74.6118
18109,40.6366,-75.4405
01020,42.1764,-72.5761
75077,33.0775,-97.0704
07981,40.8219,-74.42
21014,39.5394,-76.3564
69162,41.138,-102.9856
66062,38.8733,-94.7752
18045,40.6957,-75.2865
30047,33.8656,-84.0725
44203,41.0197,-81.6212
80223,39.7002,-105.0028
77065,29.9319,-95.6106
33870,27.4924,-81.4357
83001,43.4528,-110.7393
21047,39.527,-76.4328
17601,40.0766,-76.3107
33015,25.9388,-80.3165
97267,45.4021,-122.6144
50208,41.6992,-93.0455
52655,40.8321,-91.1799
27612,35.852,-78.6841
60181,41.8799,-87.9782
08857,40.398,-74.3236
93727,36.7528,-119.7061
28557,34.7253,-76.7531
08012,39.7901,-75.0367
72019,34.604,-92.6259
07026,40.8789,-74.1081
98520,46.9843,-123.7963
32205,30.3172,-81.722
72301,35.1484,-90.1779
34109,26.2534,-81.7644
07662,40.9057,-74.079
53570,42.7415,-89.6081
48867,42.9934,-84.1595
81601,39.5296,-107.3252
72908,35.3219,-94.4028
19607,40.2995,-75.9876
83714,43.7318,-116.2797
54931,44.273,-88.6784
92234,33.8098,-116.4665
60131,41.9339,-87.8734
60803,41.6721,-87.7357
37601,36.3339,-82.3408
63755,37.3879,-89.6519
11203,40.6505,-73.9349
95334,37.3763,-120.7252
73109,35.4259,-97.5261
99501,61.2116,-149.8761
95129,37.3066,-122.0002
63048,38.2625,-90.3896
43035,40.1879,-82.9878
81321,37.3549,-108.5837
98004,47.6155,-122.2072
77546,29.5224,-95.1879
95820,38.5347,-121.4451
30542,34.1819,-83.9024
92805,33.8359,-117.9086
60101,41.9335,-88.0054
27295,35.8684,-80.315
65453,38.0926,-91.4081
60443,41.5102,-87.7406
77591,29.3891,-94.9942
32817,28.5891,-81.2277
80113,39.6405,-104.9614
62448,38.9847,-88.1704
45177,39.4488,-83.8417
75038,32.8653,-96.9905
78728,30.4417,-97.6811
38804,34.2823,-88.6715
79762,31.889,-102.3548
83201,42.8876,-112.4381
02370,42.1293,-70.9133
78041,27.5569,-99.4907
40336,37.6858,-83.9862
65202,38.995,-92.3112
11701,40.6842,-73.4171
36110,32.4217,-86.275
45238,39.1092,-84.6108
48150,42.3615,-83.3649
38125,35.0312,-89.8124
33578,27.8633,-82.3499
33801,28.0381,-81.9392
91762,34.0584,-117.6665
95136,37.2685,-121.849
62690,39.5064,-89.7783
55109,45.0132,-93.0297
38008,35.2461,-89.0007
99206,47.6496,-117.2581
46060,40.0563,-86.0163
39272,32.1888,-90.2595
03867,43.3045,-70.9756
52240,41.6355,-91.5016
41101,38.4722,-82.6461
43050,40.3849,-82.4873
95926,39.7458,-121.8444
17756,41.2137,-76.7633
62863,38.4147,-87.7911
91763,34.0733,-117.6987
28273,35.1287,-80.9338
92126,32.9161,-117.1402
72704,36.0877,-94.3093
02895,41.9846,-71.5194
80907,38.876,-104.817
17356,39.9026,-76.6081
46112,39.8466,-86.3869
11901,40.9262,-72.652
08701,40.085,-74.2042
63123,38.5476,-90.3241
32548,30.4206,-86.6286
95762,38.685,-121.068
90810,33.8193,-118.2325
44512,41.0252,-80.6687
75218,32.8463,-96.6972
83687,43.5937,-116.536
07885,40.9139,-74.5863
82901,41.606,-109.23
38671,34.9771,-89.9992
33903,26.693,-81.9125
61362,41.3279,-89.2042
47112,38.2189,-86.1145
60477,41.5825,-87.805
76012,32.754,-97.1348
55113,45.0139,-93.1571
14903,42.1198,-76.8877
95356,37.7005,-121.0252
